content,score,label_sentiment,label_topic
xl,1,0,0
ứng dụng gì mà vào xác minh cd toàn bị không thành công ca trăm lần cung vây đăng nhâp thì cung không đươc,2,0,0
kêu hẹn 3 ngày phê duyệt tài khoản mà 2tuan rồi chưa được là sao ăn cắp thông tin khách hàng,1,0,0
rất tốt,5,2,0
đã tat toán khoản vay 2 s không tháy khoản 3,5,2,0
lỗi định danh không thành công và tạo tài khoản không được luôn nhắn tin với họ thì không trả lời xem ra khách hàng của họ không quan trọng tệ ngân hàng làm ăn gì kì cục nhắn tin trên zalo hỗ trợ mà không trả lời khách hàng one star,1,0,0
ứng dụng thiếu chuyên nghiệp không cho đổi số điện thoại củ lúc trước đk mất sim giờ có người xài không cho đổi số điện thoại mã xác thực không gửi được qua gmail lấy lại mật khẩu không được ngân hàng nên cho lấy lại mật khẩu bằng quét nfc thì tốt tệ,1,0,1
dùng cho android không xác thực được khuôn mặt không đăng nhập được nếu thanh toán chậm là do phía ngân hàng,1,0,1
ứng dụng bị lỗi xác minh khuôn mặt,1,0,0
cấp lại mã mã xác thực để đăng nhập vào ứng dụng mà 10 ngày không gửi đến chịu cái ứng dụng này,1,0,1
dùng rất tốt nhiều chương trình hấp dẫn,5,2,0
mãi không xác nhận được gmail,1,0,0
lỗi không thể xác thực khuôn mặt để đăng nhập,1,0,1
lừa đảo,1,0,0
tốt,5,2,0
tốt,5,2,0
không đăng kí được,2,0,0
tốt,5,2,0
tốt,4,2,0
tốt,5,2,0
tốt,5,2,0
đã qua hơn 1 tuần rồi vẫn chưa phê duyệt,1,0,0
ứng dụng báo không vay được kể cả khi mình không dùng ứng dụng gần năm trời ứng dụng vẫn giật thông tin vay là không vay được bộ ứng dụng không có kiểm duyệt lại à,1,0,0
tốt,5,2,0
tốt,5,2,0
2 tuần không mở nỗi một tài khoản,1,0,0
like,5,2,0
1 sao không nói nhiều ngân hàng không cho thay đổi số điện thoại sử dụng tiền thì bị kẹt trong thẻ đang cần gấp mà không dùng được,1,0,2
good,5,2,0
nhân viên nói chuyện rất bất lịch sự và láo nói chuyện với khách hàng nhắn tin với khách hàng mà dùng lời lẽ khêu khích chả có tí gì gọi là tôn trọng khách hàng,1,0,0
tốt,5,2,0
tệ tất cả mọi thứ từ ứng dụng cho đến chăm sóc khách hàng và tư vấn viên,1,0,0
ứng dụng mượt,5,2,0
trả tiền mấy ngày trước rồi mà cứ gọi rồi hù báo nợ xấu là sao má,1,0,2
thật tuyệt vời tnex bank cần cập nhật cho khách hàng tự đóng khoản vay trên ứng dụng không cần chờ đến ngày mới trừ tiền gọi nhắc nợ khách hàng quá nhiều lần cập nhật chỗ thanh toán đi để khách hàng có thể đóng sớm trước vài ngày,5,2,2
tuyệt vời,5,2,0
nhập thông tin xong rồi thì báo đường truyền lỗi trong khi mạng vẫn dùng bình thường lừa đảo lấy thông tin à nếu thông tin của tôi bị rò rỉ hay bị vay ở chỗ khác tôi sẽ báo công an,1,0,0
tot,5,2,0
ứng dụng lởm xác thực báo lỗi tùm lum đăng ký vay thì báo lỗi gián đoạn xong đang củi lửa đề phòng lừa đảo thì nhân viên gọi kêu xóa ứng dụng app tải ở đây rồi gửi link tải lại đây không phải lỗi mà là lừa rồi,1,0,1
rất tốt,5,2,0
tốt,5,2,0
đừng vay lua đao đó moi người nhân viên nữ mà còn mất dai,1,0,0
vay được không vậy khó vay quá,1,0,0
tốt,5,2,0
tuyệt vời,5,2,0
mất sim bây giờ không cho đổi lại sđt đăng ký ngân hàng tiền bị kẹt lại bên trong thẻ không thể rút,1,0,2
tốt,5,2,0
lừa đao,1,0,0
1 là quá nhiều,1,0,0
tuyệt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
quét gương mặt cho thiết bị mới cả tiếng không được trong khi mấy ứng dụng khác quét bình thường,1,0,0
tốt,5,2,0
chậm lỗi hoài,1,0,3
tôi phê bình mong xoá tài khoản tôi gần cả tháng không mở được tài khoản mà còn dính trên ứng dụng tệ thật,1,0,0
tốt,5,2,0
ứng dụng dễ đăng ký hồ sơ dễ duyệt,5,2,0
ứng dụng vớ vẩn làm việc như thế ai muốn làm nữa mà liên hệ với chả chăm sóc khách hàng xin lỗi thì ai cũng xin lỗi được nói luôn cho nó nhanh,1,0,0
đừng đăng kí thông tin vội nhé đợi nhân viên tư vấn rồi đăng kí không là không được đâu,3,1,0
tốt,5,2,0
kêu duyệt tài khoản 3 ngày mà 6 ngày rồi vẫn chưa gì chịu,1,0,0
rất tuyệt vời,5,2,0
ứng dụng rất hữu ích và tiện lợ i,1,0,0
giới thiệu hơn chục người mà không trả thưởng,1,0,0
ứng dụng thì bị lỗi gọi báo tổng đài cung cấp mã lỗi thì nhân viên không chấp nhận đổ lỗi cho khách do điện thoại của khách máy khách máy trung quốc không quét được cd các kiểu nói chung dịch vụ quá tệ bộ phận chăm sóc khách hàng quá kém,1,0,0
ứng dụng như lol xác nhận khuôn mặt mãi không được trong khi các ứng dụng khác xác nhận chưa đến 3s,1,0,0
từ chối 2 năm không cho đăng kí vay lại,1,0,0
tốt,5,2,0
tại s không nhận diện khuôn mặt khi đổi qua điện thoại khác,3,1,0
cực tệ,1,0,0
rút tiền hay bị lỗi thời gian giải quyết vấn đề quá lau nên rút ngắn,1,0,2
tệ,1,0,0
tốt,5,2,0
rút tiền không đuoc co ai rút tiền quỹ khong được giong minh không,1,0,2
dịch vụ quá kém,1,0,0
vay không được tệ thật,1,0,0
lấy thông tin mày n koi cẩn thận,1,0,0
khá hài lòng,5,2,0
tốt,5,2,0
rất tốt,5,2,0
tốt,5,2,0
không cho đăng kí vay tái cấp thì mở cho đăng kí làm gì làm hết thủ tục thì kêu lỗi làm ăn lôm côm,1,0,0
lừa đảo lấy dữ liệu câ nhân mọi người đừng tải về,1,0,0
ứng dụng vay không duyệt xóa tài khoảng thì không xóa được đăng kí chỉ lấy thông tin khách hàng thôi,1,0,0
ứng dụng như loll xác thực khuôn mặt mãi không xong,1,0,1
tốt,5,2,0
trải nghiệm tốt,5,2,0
ứng dụng nói gọi nhưng không gọi và từ chối khoản vay ngày 27 10 2025 nên tôi không có nợ ứng dụng sau này không chịu trách nhiệm gì,2,0,3
ứng dụng có mở lại khoản vay cho người vay đã trả hết nợ không,5,2,0
nạp 130 nghìn lol mm đăng nhập rút tiền ra đéo được vãi lồn,1,0,1
đọc bình luận mọi người mà cảm thấy mất niềm tin,1,0,0
dễ dùng đăng ký nhanh,5,2,0
tốt,5,2,0
nhanh lẹ,5,2,0
thẩm định cả tuần chưa thấy gì ứng dụng lừa đảo ăn cắp thông tin,1,0,0
ứng dụng tuyệt vời có điều là chức năng quét khuôn mặt rất tệ điện thoại tôi mua 15 triệu mà vẫn không quét được,4,2,0
tốt,5,2,0
lừa đảo,1,0,0
ứng dụng thuận tiện,5,2,0
đang xài bắt cập nhật ứng dụng rồi vào cập nhật thì bảo thiết bị này không tải được cập nhật rồi bắt người dùng đổi điện thoại theo ln à rồi làm sao vô thanh toán khoản vay được đây bây giờ không sữa lỗi ứng dụng cho tôi tải về máy được thì đến ngày thanh toán đừng có điện kiếm nhe có thành ý thanh toán mà không tải ứng dụng được thì thanh toán kiểu gì không cho tôi thanh toán mà đánh vào điểm tín dụng của tôi là tôi quậy lên đó không biết làm ăn kiểu gì luôn,1,0,2
tuyệt,5,2,0
nhanh gọn,5,2,0
tốt,5,2,0
lỗi thường xuyên quá tệ,1,0,0
ứng dụng tệ nói gọi điện thẩm định người nhà xong không duyệt hồ sơ,1,0,0
tốt,5,2,0
ngân hàng mất dạy chưa từng thấy đớp tiền của khách là nhanh,1,0,2
tốt,4,2,0
rất tốt,5,2,0
ứng dụng tệ chạy quảng cáo cho cố app này không duyệt là không duyệt luôn thấy lấy thông tin khách hàng là chủ yếu ai vay được đâu,1,0,0
như con cặc không tải được androi,1,0,0
rất hài lòng,5,2,0
ứng dụng quần què quét khuôn mặt mãi không xong,1,0,0
hôm nay 20 10 2025 tôi có làm hồ sơ vay nhưng bị từ chối nếu sau này có bất cứ khoản vay hay người nhà tôi không chịu trách nhiệm,1,0,0
tốt,5,2,0
ngân hàng agribank chuyển số tiền 300 nghìn 3 ngày mà trưa có tiền xin nhân viên hỗ trợ số tiền mau về tài khoản ạ,5,2,2
good,5,2,0
dep di,1,0,0
tốt,5,2,0
khá tốt,5,2,0
giật quá,2,0,3
nhanh chóng,5,2,0
tốt,5,2,0
tệ,1,0,0
lập cái hồ sơ cứ tải tải không tải được cáu vãi lồn,1,0,0
giới thiệu bạn mới được thưởng tao share mã mời bạn vay xong đéo được gì lừa đảo,1,0,0
hài lòng,5,2,0
làm ơn thêm cách xác thực khác được không quét khuôn mặt thì lỗi tùm lum ngồi cả ngày không quét được đổi máy muốn vào lại đến khổ,1,0,1
hổ trợ tốt,5,2,0
tốt,5,2,0
lừa đảo lấy thông tin cá nhân không xét duyệt hồ sơ,1,0,0
rất tốt,5,2,0
ứng dụng tệ khủng khiếp,1,0,0
tốt,5,2,0
tốt lắm,5,2,0
giật đăng ký 3 tháng rồi,1,0,0
dễ sử dụng,5,2,0
tiền tiêu trước trả sau kết quả thành công mà bên được chuyển không có tiền gọi td hẹn 10 ngày giải quyết không trả tiền lại là tôi không thanh toán thẻ muốn gì lên công an,1,0,2
ứng dụng thu thập thông tin người dùng để bán chứ không tài chính,1,0,0
tốt,5,2,0
tốt,5,2,0
nhanh gọn,5,2,0
tốt lắm,5,2,0
tốt,5,2,0
trải nghiệm không tốt tí nào chơ xét duyệt hơn 5 ngày không xong như là ứng dụng không có một nhân viên nào vậy kho chịu vô cùng với ứng dụng,1,0,0
rất tuyệt vời,5,2,0
tốt,5,2,0
ăn cắp thông tin khách hàng vay lần 1 không có lần 2 nhé gọi thì spam ăn nói thì chịu người ta vẫn trả nha chứ không có chạy,1,0,0
ngân hàng số thế hệ mới mà ứng dụng tệ kinh khủng,1,0,0
public được ứng dụng này cũng nể thật nhập email đúng mà cứ bảo định dạng sai không hiểu sai ở đâu mình thử thuê sinh viên it năm nhất có thể viết ra ứng dụng tốt hơn ấy,1,0,0
đăng ký tài khoản bảo 3 ngày duyệt nay 3 tháng rồi vẫn chưa duyệt,1,0,0
ứng dụng tuyệt vời mới d k lần đầu đã được duyệt nv giờ tro nhiệt tình goog,5,2,0
ứng dụng ổn định,5,2,0
ứng dụng rất tốt,5,2,0
tiện lợi nhanh,5,2,0
tải ứng dụng đăng ký mở thẻ mà 4 ngày chưa thấy giải quyết vẫn trong tình trạng chờ ứng dụng quá tệ,1,0,0
vô dụng không làm ăn gì được,1,0,0
em có ý kiến với bên mình em cầu mông thấy được cmt này e để sửa bên mình làm ở mở ra phần thanh toán trước hạn dùm em nhé trong khi tiền nạp tài khoản hết rồi thấy thì trừ đi để tới ngày tự động trừ mà trước cả tuần điện thoại phiền muốn chết có biết bên mình phiền lắm không ngày 15 sao kê 6 7 em đã để sẵn tiền trong đó hết rồi không trừ cứ điện thoại nhắc thiếu ngày nào chưa,1,0,2
tốt,5,2,0
good,5,2,0
tốt,5,2,0
người ta tất toán xong không cho vay,1,0,0
ngồi chờ chụp hình mà mệt luôn làm ăn gì mà kỳ cục vậy lúc tư vấn thì hay lắm lúc làm thì chẳn thấy đâu vào đâu hết tệ,1,0,0
mé nó đăng kí gần 1 tuần rồi mà không mở tài khoản vậy mà bảo 3 ngày,1,0,0
dịch vụ tốt,5,2,0
quá tốt,5,2,0
quá tệ,1,0,0
đùa chứ mã xác nhận smart otp không gửi về thì chuyển tiền kiểu quái gì,1,0,1
tệ,1,0,0
ứng dụng ngân hàng này tuyệt vời và ngân hàng vietcombank cũng tuyệt vời cho 5 5 sao luôn,5,2,0
ứng dụng lỏi hoài phải xóa rồi tải lại,1,0,0
tốt,5,2,0
tệ,1,0,0
like,5,2,0
tệ hơn mb khó xài vãi lồn,1,0,0
tôi rất hài lòng,5,2,0
trong phần thông báo khi tôi xóa thông báo thì vẫn còn thông báo rằng tin nhắn đã xóa cảm giác như việc bạn dọn dẹp nhà cửa sau đó bạn bỏ rác vào thùng và chiếc thùng vẫn để chình ình giữa nhà,4,2,0
tuyệt vời,5,2,0
sau khi nhập mật khẩu 6 số xong thì không thấy hiện đoạn mã smartotp để hoàn tất giao dịch bị lỗi hơn tuần nay bó tay vcb 0 sao,1,0,1
đã bật xác thực giao dịch bằng vân tay có nhiều giao dịch thành công rồi mà lúc xác nhận giao dịch vẫn bắt người ta nhập mã mã xác thực chứ không cho xác nhận vân tay bực mình,1,0,1
giao diện dễ sử dụng,5,2,3
tốt,4,2,0
lừa đảo,1,0,0
chờ mã mã xác thực chả thấy cái gì chuyển tiền cũng không xong,1,0,1
trừ tiền 1 giao dịch 2 lần dịch vụ online cực tệ không có tổng đài tư vấn miễn phí,1,0,2
mã mã xác thực quá phức tạp cứ bắt mã mã xác thực gì đó mà chẳng thấy gửi mã mã xác thực gì hết,1,0,1
bọn vcb này rất bố láo có khôi phục cài đặt gốc cái điện thoại thôi mà bắt phải ra điểm giao dịch để lấy lại mật khẩu trong khi bà chị mua máy mới thì không phải ra,1,0,0
hoàn hảo,5,2,0
mạng yếu vẫn dùng được,5,2,0
tốt,5,2,0
tuyệt vời,5,2,0
không nhận được mã xác nhận để hoàn thành việc chuyển tiền,3,1,2
đêm qua mình vừa nạp 90 nghìn gói mạng sẽ không có gì khi những lần trước được nhưng lần này không sáng nay mình gọi cho bên viettel thì họ bảo không có và khuyên mình liên lạc với ngân hàng đến khi mình liên lạc thì ngân hàng không bắc máy mình có trải nghiệm không tốt với ngân hàng cho lắm vì lịch sử chuyển tiền vẫn còn và tiền thì đã mất rồi,1,0,2
ứng dụng ngon mượt rễ dùng,5,2,0
vcb smart otp không sử dụng được tự nhiên mất cái sms mã xác thực đang ổn định,1,0,1
chuyển tiền thôi mà lằng nhằng quá,1,0,2
gửi mả lâu,4,2,0
không đăng nhập được mong sửa lại ạ,3,1,1
người khác chuyển thành công nhưng không nhận được tiền họ bị trừ tiền tôi thì không nhận được tiền ẩu quá ẩu làm ăn quá tệ chẳng có gì diễn tả nổi hơn chữ tệ trừ thì nhanh lắm mẹ nó chẳng lẽ tao lại bẻ mẹ thẻ vứt con mẹ nó đi rồi làm ngân hàng khác,1,0,2
